id,EAP,HPL,MWS
id17264,0.474446856,0.353101398,0.172451746
id23062,0.903269839,0.043738113,0.052992048
id17008,0.293098302,0.305820647,0.401081051
id04746,0.024743009,0.963885357,0.011371634
id11487,0.216520626,0.767198572,0.016280802
id02111,0.275885464,0.497629365,0.226485171
id08911,0.795599429,0.110281015,0.094119556
id00845,0.504181759,0.301801938,0.194016303
id02409,0.587810046,0.175448191,0.236741764
id20141,0.025724259,0.964133773,0.010141968
id06353,0.578049861,0.097155696,0.324794443
id14766,0.424656949,0.399423293,0.175919758
id05294,0.059992809,0.669733245,0.270273946
id12568,0.779446667,0.093956843,0.12659649
id27571,0.025294595,0.762016431,0.212688975
id20377,0.998432016,0.001559436,8.55E-06
id24340,0.746547665,0.209382431,0.044069903
id05355,0.308928928,0.178956665,0.512114406
id01246,0.584372967,0.406484751,0.009142282
id17173,0.911272522,0.073732855,0.014994623
id16338,0.68719835,0.077664385,0.235137266
id14712,0.043983233,0.952160387,0.00385638
id10590,0.383100734,0.234540313,0.382358954
id13157,0.004852872,0.021831322,0.973315806
id23915,0.848738005,0.096610231,0.054651764
id05903,0.770139663,0.185987355,0.043872981
id03661,0.470811709,0.325117177,0.204071115
id21177,0.779259958,0.21192345,0.008816592
id12025,0.26322779,0.63146064,0.10531157
id14031,0.637081163,0.136853767,0.22606507
id21299,0.021916798,0.000175044,0.977908158
id00758,0.415882602,0.232218195,0.351899203
id25034,0.810221799,0.038932647,0.150845553
id01407,0.999904317,6.65E-05,2.92E-05
id24205,0.359168735,0.634913058,0.005918208
id22350,0.180796232,0.768427534,0.050776233
id05983,0.171381749,0.033769612,0.794848639
id23821,0.34799106,0.268168089,0.383840851
id21960,0.10955467,0.739932031,0.150513299
id08108,0.822733628,0.041038762,0.13622761
id03232,0.095673903,0.203889368,0.700436729
id12956,0.08622803,0.047128539,0.866643432
id03217,0.024779087,0.959531283,0.01568963
id08955,0.010360259,0.835892183,0.153747558
id22567,0.153734303,0.130822349,0.715443348
id20367,0.908005772,0.087475063,0.004519165
id06319,0.460610126,0.240346998,0.299042876
id14239,0.842983378,0.102118785,0.054897837
id05013,0.758216329,0.17323254,0.068551131
id26491,0.280145252,0.572164196,0.147690553
id23540,0.717322048,0.121014846,0.161663106
id25631,0.493943526,0.017952638,0.488103836
id01591,0.648796986,0.167709999,0.183493015
id01193,0.627043767,0.178858698,0.194097535
id24819,0.436673323,0.535547713,0.027778964
id08308,0.424998241,0.504165429,0.070836331
id27567,0.217754639,0.11484129,0.667404071
id12998,0.591732442,0.112784636,0.295482921
id08315,0.103751439,0.869975524,0.026273037
id16118,0.818385223,0.088622152,0.092992625
id27505,0.285006864,0.68405455,0.030938586
id08529,0.426787763,0.332712956,0.240499282
id20249,0.469517458,0.150821907,0.379660634
id24343,0.544649477,0.35130199,0.104048533
id03631,0.204546744,0.581757419,0.213695837
id00349,0.007548616,0.991093876,0.001357508
id04969,0.055680393,0.761175488,0.183144118
id11856,0.83058368,0.126895802,0.042520519
id26020,0.596379942,0.1963241,0.207295958
id07957,0.859172465,0.035234469,0.105593066
id03899,0.541817737,0.336567126,0.121615138
id14650,0.986980306,0.009611419,0.003408275
id21807,0.548464074,0.073081191,0.378454735
id21685,0.985318873,0.013151735,0.001529392
id06655,0.894001491,0.097035151,0.008963358
id27764,0.929027356,0.027264063,0.043708582
id02847,0.889120983,0.025947113,0.084931904
id07271,0.820048749,0.17386786,0.006083391
id15978,0.917030448,0.033200149,0.049769403
id12075,0.25649752,0.192382886,0.551119594
id23611,0.687176457,0.282938439,0.029885104
id05191,0.252821213,0.547013131,0.200165656
id04303,0.160380458,0.289483274,0.550136268
id12277,0.805114672,0.072520328,0.122365
id15582,0.742566092,0.247397519,0.010036389
id02917,0.331536637,0.463829855,0.204633508
id25622,0.321723098,0.311409621,0.366867282
id16495,0.231335438,0.369238553,0.399426009
id17839,0.03424237,0.123489049,0.842268581
id20373,0.215950964,0.640814409,0.143234627
id25342,0.390759613,0.30205685,0.307183536
id13518,0.459445328,0.441865038,0.098689634
id19958,0.950932185,8.86E-06,0.049058959
id00228,0.63875146,0.133224219,0.228024321
id00367,0.446758598,0.258498344,0.294743058
id16274,0.707884939,0.143145599,0.148969462
id27969,0.124556181,0.831724144,0.043719675
id18474,0.100490267,0.878547206,0.020962527
id02892,2.28E-07,0.999826752,0.00017302
id03838,0.080385256,0.895383335,0.024231409
id08960,0.214937991,0.712454762,0.072607247
id17320,0.000447566,0.095809675,0.903742759
id20922,0.106127334,0.109811001,0.784061665
id17364,0.227853033,0.106565916,0.665581051
id06523,0.746608663,0.107816075,0.145575262
id16232,0.305421445,0.61808234,0.076496216
id01886,0.210974025,0.784019838,0.005006136
id18234,1.80E-06,0.999961904,3.63E-05
id26057,0.605801147,0.11384263,0.280356222
id09436,0.07213103,0.924891387,0.002977584
id09543,0.008152328,0.349344411,0.642503261
id15732,0.719688011,0.130684912,0.149627076
id22927,0.736669918,0.193747182,0.0695829
id26551,0.161123418,0.067908982,0.7709676
id11126,0.800607649,0.069719471,0.12967288
id02903,0.927843552,0.048468843,0.023687605
id24549,0.071217944,0.470969425,0.457812631
id01618,0.275624106,0.308370382,0.416005512
id22005,0.01302933,0.000231441,0.986739229
id02603,0.031229225,0.947354021,0.021416754
id22118,0.957811648,0.02521886,0.016969491
id24985,0.678128479,0.243534866,0.078336655
id19044,0.987732857,0.002859219,0.009407924
id03296,0.695856022,0.282630419,0.021513559
id17299,0.864627168,0.114925839,0.020446993
id08251,0.706736869,0.044249701,0.249013429
id05491,0.964127127,0.018084546,0.017788326
id17009,0.929988961,0.021809471,0.048201567
id07381,0.004344691,0.991017123,0.004638187
id07643,0.693811468,0.289688623,0.016499909
id24227,0.984905795,0.002683267,0.012410938
id04099,0.633764195,0.09109321,0.275142595
id11393,0.190140877,0.670836834,0.13902229
id19396,0.391474743,0.585144657,0.0233806
id15362,0.990970521,5.24E-05,0.008977045
id00195,0.888332744,0.038946989,0.072720267
id02296,0.171214664,0.189124169,0.639661166
id27754,0.801428075,0.175398064,0.023173861
id16471,0.099739841,0.836636574,0.063623585
id15237,0.104067954,0.812835104,0.083096942
id10099,0.150251376,0.839140101,0.010608523
id21647,0.55220805,0.059040851,0.388751099
id13571,0.279341419,0.568653606,0.152004976
id15137,4.92E-08,0.999895196,0.000104755
id10965,0.195204979,0.254385437,0.550409585
id24918,0.001814963,0.996707967,0.00147707
id01700,0.312514754,0.188112908,0.499372339
id03901,0.047805781,0.950373721,0.001820497
id24411,0.038044596,0.914420068,0.047535336
id02597,0.685006025,0.194477968,0.120516007
id07981,0.333540207,0.06616055,0.600299243
id07429,0.778096311,0.107925717,0.113977971
id13354,0.560307463,0.085443168,0.354249368
id25693,0.706846826,0.051952802,0.241200372
id11305,0.170371375,0.641842596,0.187786029
id26634,0.996107797,0.000709858,0.003182346
id09180,0.583827647,0.223825921,0.192346432
id19991,0.513508046,0.084207668,0.402284286
id05497,0.487805005,0.116335562,0.395859433
id08058,0.054017142,0.926665925,0.019316933
id06612,0.332599864,0.134342832,0.533057303
id22846,0.009638056,0.983930146,0.006431798
id09588,0.724920131,0.199292876,0.075786993
id10337,0.12146625,0.051055837,0.827477913
id05744,0.988868341,0.009472849,0.001658809
id19624,0.270609573,0.653116196,0.07627423
id00939,0.441498036,0.513118973,0.04538299
id24424,0.191809384,0.646793591,0.161397025
id14406,0.533547936,0.106126654,0.36032541
id08961,0.303023111,0.528264933,0.168711956
id27004,0.44592437,0.102003135,0.452072495
id24072,0.49014037,0.302839736,0.207019895
id23738,0.435862007,0.38960606,0.174531932
id13676,0.261980884,0.093943071,0.644076046
id19636,0.591214583,0.040469328,0.368316089
id09466,0.973962373,0.004719024,0.021318604
id04434,0.069515223,0.905279371,0.025205406
id24016,0.249281479,0.287359138,0.463359383
id09168,0.614348016,0.118717403,0.266934581
id24262,0.757088176,0.095177389,0.147734435
id01441,0.223539845,0.413011658,0.363448497
id20170,0.070861962,0.774743663,0.154394375
id02342,0.480724666,0.151212916,0.368062417
id23334,0.021840203,0.952517795,0.025642003
id09262,0.959818519,0.031975401,0.00820608
id17822,0.419603202,0.362067192,0.218329606
id14466,0.05828299,0.930768851,0.010948159
id14319,0.488439184,0.372200853,0.139359963
id02387,0.679300796,0.137984219,0.182714985
id13617,0.880931785,0.08299521,0.036073005
id08025,0.787144649,0.092865641,0.11998971
id23364,0.235651879,0.736880213,0.027467909
id01438,0.947780068,0.002548339,0.049671593
id05288,0.444944876,0.328119877,0.226935246
id24441,0.207729923,0.640907872,0.151362205
id18048,0.370525116,0.045589169,0.583885715
id27822,0.002179526,0.959936717,0.037883756
id23906,0.370995023,0.24602839,0.382976587
id07059,0.243654581,0.330372883,0.425972536
id08357,0.600258443,0.096124137,0.303617419
id13619,0.083152814,0.066055046,0.850792141
id27086,0.303568097,0.668442297,0.027989607
id03789,0.943908765,0.039571118,0.016520117
id00177,0.047202546,0.02117093,0.931626524
id01552,0.847754691,0.122676599,0.02956871
id03027,0.362081755,0.573725066,0.064193179
id15841,2.95E-06,0.998417911,0.001579136
id27214,0.101544161,0.696992255,0.201463584
id14095,0.362853534,0.076839015,0.560307451
id08434,0.035544589,0.880069037,0.084386374
id05532,0.972478412,0.017476956,0.010044632
id06247,0.035720542,0.92127487,0.043004588
id09916,0.717144922,0.133727343,0.149127735
id18651,0.924003635,0.010108642,0.065887723
id26324,0.22386074,0.277571812,0.498567447
id27363,0.575079411,0.28861411,0.136306479
id02302,0.445571094,0.15608681,0.398342096
id12845,0.285440576,0.510880749,0.203678675
id20294,4.46E-06,2.72E-06,0.999992818
id04233,0.408902506,0.249996712,0.341100782
id20000,0.062136638,0.935866609,0.001996753
id02527,0.599434785,0.006711824,0.393853392
id26763,0.004490667,0.983863827,0.011645506
id15763,0.02468397,0.928798762,0.046517268
id10374,0.734002238,0.138559351,0.127438411
id00901,0.050505013,0.836433328,0.113061659
id22161,0.431097818,0.426540498,0.142361684
id15200,0.870656737,0.051986978,0.077356285
id15430,0.543230651,0.223051659,0.23371769
id27468,0.724063889,0.102884874,0.173051237
id02378,0.213842937,0.005036769,0.781120294
id23250,0.922188933,0.034298555,0.043512512
id18374,0.002509233,8.05E-05,0.99741029
id01146,0.787785357,0.104113501,0.108101142
id24617,0.818345074,0.057130362,0.124524564
id01754,0.035374971,0.88519953,0.079425499
id11383,0.351794996,0.587516797,0.060688207
id24713,0.754538254,0.133735376,0.11172637
id26161,0.449125712,0.328412436,0.222461852
id12466,0.202320249,0.035759538,0.761920213
id17409,0.964297346,0.031023177,0.004679478
id04066,0.405170638,0.512794554,0.082034809
id16890,0.404419545,0.574844746,0.020735709
id03358,0.892542601,0.062756737,0.044700661
id19133,0.849280053,0.042542952,0.108176995
id07358,0.26183669,0.277538422,0.460624889
id27773,0.683395042,0.264442083,0.052162876
id10699,0.023980019,0.88069554,0.09532444
id08693,0.984874817,0.011606538,0.003518645
id11944,0.234694074,0.668165607,0.097140319
id02240,0.552386508,0.331269953,0.116343539
id23124,0.695935674,0.061107618,0.242956708
id05465,0.716584445,0.059767522,0.223648033
id15540,0.735539875,0.24227172,0.022188405
id16715,0.0406568,0.062441032,0.896902169
id12563,4.57E-06,4.51E-06,0.999990922
id00583,0.013908908,0.728524557,0.257566535
id27730,0.478560566,0.081825053,0.439614381
id00896,0.011356613,0.656178296,0.33246509
id15031,0.556901151,0.148677806,0.294421042
id23271,0.056499264,0.607660755,0.335839981
id17004,0.257174807,0.53921305,0.203612142
id10247,0.3263668,0.206107113,0.467526087
id12055,0.183951064,0.79102929,0.025019646
id22719,0.581395023,0.016801921,0.401803056
id06891,0.203393808,0.733285453,0.063320738
id27281,0.799744773,0.088175495,0.112079732
id23104,0.583662352,0.363864326,0.052473322
id14491,0.075789757,0.922291514,0.001918729
id24292,0.397539858,0.574132544,0.028327598
id15777,0.550738946,0.304204403,0.145056652
id22522,1.04E-06,1.23E-06,0.999997723
id25136,0.024252263,0.97273573,0.003012007
id17735,0.604829493,0.222043418,0.173127089
id18869,0.406725642,0.217071167,0.37620319
id20815,0.067498701,0.897502061,0.034999237
id15238,0.681313466,0.103993893,0.214692642
id24454,0.311753898,0.384818953,0.303427149
id14402,0.178857407,0.034275324,0.786867269
id10985,0.999882306,4.45E-05,7.32E-05
id12747,0.953950207,0.035577712,0.010472081
id11581,0.556226406,0.151896532,0.291877062
id07594,0.439998411,0.211891515,0.348110074
id08240,0.551736091,0.421008791,0.027255118
id12773,0.073607333,0.889745941,0.036646726
id12838,0.773685802,0.027043604,0.199270595
id23322,0.013399313,0.985179216,0.001421471
id22344,0.705919999,0.115366232,0.178713769
id12881,0.518067019,0.209236588,0.272696393
id20147,0.264032797,0.006626949,0.729340254
id13261,0.445007392,0.540507262,0.014485347
id01842,0.026291789,0.04923857,0.924469641
id25884,0.92032438,0.026462902,0.053212718
id01643,0.507295479,0.393064323,0.099640198
id26737,0.171411255,0.819276884,0.009311861
id10558,0.006320291,0.991587014,0.002092696
id20458,0.000761167,0.010692551,0.988546282
id23965,0.77052623,0.146355695,0.083118075
id26758,0.586807612,0.278824912,0.134367476
id27519,0.124008882,0.02128741,0.854703708
id20676,0.696505991,0.243864592,0.059629418
id10536,0.870286915,0.040454802,0.089258284
id12652,0.879000416,0.011995304,0.109004281
id00041,0.045079718,0.013073159,0.941847124
id16051,0.660656036,0.23118871,0.108155254
id02396,0.17503963,0.273791298,0.551169072
id00294,0.60242779,0.18707539,0.21049682
id07695,0.447947494,0.338773501,0.213279006
id12440,0.782565649,0.209615257,0.007819094
id18373,0.530664234,0.203031503,0.266304263
id16812,0.001724575,0.997494045,0.00078138
id20901,0.045363094,0.944622328,0.010014578
id12076,0.056713372,0.049952654,0.893333974
id19184,0.903030249,0.059077717,0.037892035
id08937,0.296135312,0.456723364,0.247141324
id08181,0.044040659,0.584208086,0.371751255
id10111,0.952806195,0.017076591,0.030117213
id24104,0.477206796,0.328765433,0.194027772
id24837,0.183103047,0.274217739,0.542679214
id15659,0.461215595,0.145019039,0.393765366
id14673,0.625158548,0.136163937,0.238677514
id22539,0.265975561,0.121381643,0.612642797
id22413,0.725733578,0.251873787,0.022392635
id19433,0.560576768,0.292765237,0.146657996
id11633,0.055784773,0.111248809,0.832966418
id04727,0.015523362,0.038921264,0.945555374
id26735,0.59127054,0.120290357,0.288439103
id17167,0.09169354,0.884230468,0.024075992
id04188,0.301059056,0.663242926,0.035698019
id07861,0.784597962,0.140514113,0.074887925
id05163,0.524306085,0.159184734,0.31650918
id14142,0.43195068,0.46348329,0.10456603
id16011,0.989661357,0.000247518,0.010091125
id24117,0.325232067,0.634015924,0.040752009
id06439,0.392849578,0.035066799,0.572083624
id06481,0.520394964,0.38761228,0.091992757
id10069,0.884740467,0.02884338,0.086416153
id11204,0.397027422,0.312297449,0.290675129
id15541,0.020002522,0.735965146,0.244032332
id11872,0.501786893,0.471950512,0.026262595
id21639,0.114028006,0.75123521,0.134736784
id19801,0.031264065,0.022434614,0.946301321
id15798,0.523789378,0.391913912,0.08429671
id18282,0.002804514,0.000498705,0.996696781
id27107,0.905662625,0.02440079,0.069936585
id23052,0.41317479,0.518791308,0.068033903
id19129,0.004782183,0.971076968,0.024140848
id08088,0.367698417,0.568380152,0.063921432
id26398,0.890959452,0.045664881,0.063375667
id06010,0.169898057,0.233005867,0.597096076
id24813,0.971691923,0.024845722,0.003462355
id27399,0.483753304,0.140039526,0.37620717
id15776,0.588385092,0.012244839,0.399370069
id25955,1.36E-06,6.83E-07,0.999997954
id19866,0.152162254,0.734947385,0.112890361
id00804,0.625121721,0.225350127,0.149528152
id03140,0.718291436,0.200583506,0.081125058
id21261,0.512141439,0.070451635,0.417406926
id11754,0.679787212,0.146204817,0.174007971
id07880,0.569427558,0.175886399,0.254686043
id25080,0.214378818,0.411251315,0.374369866
id09317,0.612395571,0.342413006,0.045191423
id15488,0.31414092,0.668962487,0.016896593
id19606,0.753675978,0.167247747,0.079076275
id14247,0.238698085,0.003054228,0.758247688
id21692,0.834894147,0.120453223,0.044652629
id24843,0.620442775,0.14104116,0.238516065
id11433,0.662083877,0.19040701,0.147509113
id04705,0.003861568,0.732182281,0.263956152
id04583,0.060003267,0.890921146,0.049075587
id21401,0.411910649,0.078273251,0.5098161
id20649,0.664236927,0.269258931,0.066504143
id02631,0.922152546,0.044389008,0.033458446
id19128,0.390457143,0.099335449,0.510207408
id27401,0.741945542,0.174334917,0.083719542
id10015,0.566079392,0.239410097,0.194510511
id09875,0.745458201,0.208628561,0.045913238
id07941,0.607469995,0.375288121,0.017241884
id00882,0.865373837,0.095586831,0.039039332
id14143,0.627288318,0.285393761,0.087317921
id02713,0.092940639,0.020535077,0.886524284
id16462,0.008511046,0.435409547,0.556079407
id08522,0.662448409,0.225305608,0.112245983
id07181,0.002385602,0.997409568,0.000204831
id20918,1.43E-06,7.17E-07,0.999997853
id06178,0.011521421,0.078677168,0.909801411
id08857,0.608828053,0.290319288,0.100852659
id23193,0.993130595,0.004999408,0.001869997
id19651,0.999551312,0.000283897,0.00016479
id09135,0.268866319,0.145872731,0.58526095
id16416,0.008495202,0.991410268,9.45E-05
id03990,0.689684856,0.224066274,0.08624887
id09922,0.356916354,0.108300103,0.534783544
id17688,0.631797325,0.209317256,0.158885419
id05846,0.520571915,0.285468571,0.193959514
id22599,0.300786869,0.68870983,0.010503301
id15087,0.118520436,0.856797983,0.024681582
id14711,0.033688816,0.75008622,0.216224965
id09969,0.098712914,0.873292171,0.027994915
id21377,0.340564127,0.316207063,0.34322881
id25247,0.065773886,0.908436697,0.025789417
id23590,0.4065442,0.49080453,0.10265127
id21390,0.5149118,0.258842347,0.226245853
id21176,0.190789385,0.73635592,0.072854695
id27310,0.770289329,0.065753577,0.163957094
id03802,0.306062164,0.205277221,0.488660616
id19012,0.955837745,0.025770947,0.018391308
id02414,0.116074497,0.029614356,0.854311148
id21814,0.54726052,0.072053735,0.380685745
id00247,0.361282135,0.610539253,0.028178611
id24584,0.504605586,0.302394982,0.192999432
id01109,0.468169991,0.052891934,0.478938075
id07953,0.592670332,0.226786848,0.18054282
id02030,0.215085945,0.681913993,0.103000062
id23912,0.236376789,0.55597801,0.207645201
id13856,0.487245945,0.050235339,0.462518717
id18661,0.011827981,0.974693029,0.01347899
id16595,0.200852032,0.090745287,0.708402681
id11387,0.304516828,0.340915784,0.354567387
id12489,0.172280899,0.289189643,0.538529458
id26079,0.923969005,0.071956776,0.004074219
id05553,0.559157547,0.413702584,0.027139869
id09596,0.812040309,0.121321869,0.066637822
id23663,0.365728574,0.631417582,0.002853844
id25726,0.275931493,0.021211247,0.70285726
id18105,0.213598327,0.647070877,0.139330796
id23249,0.558528373,0.288063931,0.153407696
id19756,0.00631067,0.001771721,0.991917609
id23981,0.222292155,0.687922768,0.089785077
id11521,0.585841319,0.07865672,0.335501961
id17449,0.003542912,0.008089585,0.988367502
id15479,0.735163823,0.095126533,0.169709644
id13555,0.01035909,0.017843005,0.971797905
id01520,0.985108775,0.002191861,0.012699365
id03093,0.715401543,0.111742833,0.172855624
id09992,0.647706666,0.22376085,0.128532484
id06668,0.576929584,0.307394553,0.115675863
id19568,0.719034158,0.201722341,0.079243501
id17963,0.525902822,0.128282746,0.345814432
id04142,0.63467722,0.289538753,0.075784027
id24508,0.131151748,0.015607213,0.85324104
id10791,0.667582569,0.093211939,0.239205492
id01228,0.129399326,0.10409897,0.766501705
id24879,0.114895782,0.248618523,0.636485695
id19795,0.742924026,0.098656142,0.158419833
id02488,0.042124226,0.013313403,0.944562371
id10204,0.408376384,0.47112947,0.120494147
id20878,0.751432988,0.218732515,0.029834497
id10163,0.625654393,0.179286281,0.195059326
id26439,0.482418001,0.256116674,0.261465326
id06268,0.97260048,0.020954571,0.006444948
id05530,4.24E-06,2.12E-06,0.999993637
id15914,0.020756296,0.973617403,0.005626301
id21656,0.678138732,0.125241327,0.196619941
id16473,0.61339354,0.257813521,0.128792939
id11262,3.77E-11,1.95E-11,1
id15332,0.060055174,0.012256663,0.927688162
id01765,0.260575857,0.051721618,0.687702525
id12527,0.755694785,0.093014123,0.151291091
id16877,0.824829205,0.000291238,0.174879557
id19105,0.531901628,0.274781452,0.19331692
id19533,0.985603765,0.004065431,0.010330804
id27557,0.431877756,0.486706554,0.08141569
id19487,0.330642608,0.025380005,0.643977388
id25958,0.22403374,0.408017026,0.367949234
id22331,0.196505841,0.049033638,0.754460521
id13674,0.84059002,0.106104769,0.053305211
id04688,0.906173318,0.038775133,0.055051549
id25663,2.69E-06,1.39E-06,0.999995922
id00344,0.115382735,0.696728336,0.187888929
id11323,0.922512498,0.045160871,0.032326631
id18670,0.60273448,0.228309602,0.168955918
id23811,0.779311534,0.090593867,0.130094599
id27702,0.819634094,0.124578233,0.055787673
id09979,0.679623596,0.228693362,0.091683042
id25040,8.29E-08,0.999909126,9.08E-05
id00083,0.828655153,0.163379729,0.007965117
id19751,0.905097575,0.059837394,0.035065032
id19385,0.017152612,0.001310982,0.981536406
id22498,0.428269619,0.550308656,0.021421725
id20381,0.560967134,0.217263338,0.221769529
id00428,0.100319294,0.013015568,0.886665138
id26942,0.236296361,0.561872385,0.201831253
id10242,0.560399101,0.20860819,0.230992708
id08136,0.013692739,0.075652127,0.910655134
id00055,0.430892936,0.449415735,0.119691329
id15243,0.612042946,0.095157855,0.2927992
id13954,0.823723701,0.155634462,0.020641837
id26797,0.929397783,0.025425996,0.045176221
id11384,0.02945703,0.938282949,0.032260021
id07965,0.375515279,0.559418152,0.06506657
id19311,0.335890641,0.195682704,0.468426656
id08841,0.310192852,0.679978402,0.009828746
id14884,0.474009677,0.243422406,0.282567917
id10859,0.834507715,0.010108882,0.155383403
id10460,0.813861555,0.075239369,0.110899076
id25236,0.452509093,0.261563534,0.285927374
id19325,0.003763406,0.992302987,0.003933607
id03265,0.257458109,0.502844311,0.239697579
id08636,0.003295171,0.99314923,0.003555599
id11848,0.186687426,0.770481154,0.042831419
id20945,0.618972511,0.100585218,0.280442272
id04971,0.773320206,0.123326162,0.103353633
id08496,0.918300088,0.052057473,0.029642438
id23091,0.131746646,0.083442603,0.784810751
id06654,0.281246126,0.403676081,0.315077794
id10002,0.46833419,0.524334818,0.007330992
id16426,0.760753766,0.101226573,0.138019661
id12285,0.607576242,0.388007458,0.0044163
id18466,0.962317767,0.010994118,0.026688115
id27110,0.991296202,0.007336809,0.001366989
id07502,0.679212855,0.15386664,0.166920505
id02890,0.458516979,0.509837256,0.031645766
id19800,0.555014961,0.427080027,0.017905012
id19162,0.106524657,0.848838615,0.044636728
id23696,0.53982218,0.270090033,0.190087787
id25580,0.149465145,0.81611149,0.034423365
id09671,0.704060607,0.167232506,0.128706887
id21501,0.027005565,0.958393489,0.014600945
id23983,0.241059373,0.196516076,0.562424551
id15163,0.030761067,0.801150007,0.168088926
id03351,0.069369041,0.343802427,0.586828532
id07575,0.490042096,0.3000847,0.209873203
id12149,0.33385895,0.294749836,0.371391214
id10262,0.321473254,0.427757451,0.250769295
id20055,0.025333907,0.959291688,0.015374404
id16660,0.691349131,0.122473146,0.186177723
id03200,0.600824571,0.22556166,0.173613769
id19508,0.528217564,0.333256723,0.138525714
id03793,9.42E-06,0.998533629,0.001456948
id19882,0.210145157,0.702572694,0.087282149
id16261,0.84257004,0.15062604,0.00680392
id22519,0.001496139,0.000746004,0.997757857
id24023,0.049449446,0.918992989,0.031557565
id04432,0.581941364,0.217575302,0.200483334
id06228,0.877658068,0.078133294,0.044208638
id20655,0.936547251,0.008704728,0.054748021
id10603,0.441995043,0.499266911,0.058738046
id05162,0.782216479,0.18765634,0.030127181
id18462,0.187587419,0.174242732,0.638169849
id10034,0.056684748,0.929640844,0.013674408
id20090,0.037129988,0.022819299,0.940050713
id10966,0.012673982,0.009559336,0.977766683
id10696,0.013681112,0.968315975,0.018002913
id01326,0.512166632,0.20616218,0.281671187
id03613,0.613552769,0.360816776,0.025630455
id01794,0.849321803,0.117480447,0.03319775
id26181,0.38161384,0.060440822,0.557945338
id27587,0.94825303,0.049428369,0.0023186
id08364,0.992505274,0.000776294,0.006718432
id24179,0.636947226,0.147135976,0.215916798
id02284,0.901713816,0.062549867,0.035736317
id10671,0.888011458,0.097090939,0.014897604
id08252,0.39290871,0.277722731,0.329368558
id15951,0.299562173,0.406106939,0.294330889
id21864,0.033070257,0.10606576,0.860863982
id04453,0.492684424,0.499100502,0.008215074
id12771,0.246135173,0.201328046,0.552536781
id09751,0.43658604,0.256447628,0.306966332
id10572,0.92087345,0.064713697,0.014412853
id13036,0.071611636,0.838400808,0.089987556
id00112,0.288171608,0.507020623,0.204807768
id13299,0.143495038,0.394354292,0.46215067
id00858,0.146117367,0.322302078,0.531580555
id08297,0.761428252,0.112833371,0.125738377
id11005,0.095700557,0.541059208,0.363240234
id25101,0.055180842,0.810182047,0.134637111
id26150,0.852122579,0.125924148,0.021953273
id13836,0.999912121,6.66E-05,2.13E-05
id07352,0.521762251,0.427619122,0.050618627
id08883,0.351177531,0.142300573,0.506521895
id09328,0.116723416,0.449898625,0.433377959
id03934,0.016119271,0.777855957,0.206024772
id14064,0.145214929,0.740688626,0.114096445
id06643,0.865466265,0.043385663,0.091148072
id21558,0.949609102,0.044685348,0.00570555
id17053,0.062090065,0.199818372,0.738091563
id06434,0.3604833,0.197262082,0.442254618
id16616,0.026353225,0.098248263,0.875398512
id03306,0.842516938,0.100291285,0.057191776
id07375,0.00873893,0.755543805,0.235717265
id07934,0.01830479,0.006444304,0.975250905
id02202,0.908222788,0.01433822,0.077438992
id03667,0.700489772,0.021113827,0.278396401
id27531,0.738820413,0.136611178,0.124568409
id00608,0.070402573,0.752010145,0.177587282
id18141,0.075031479,0.108887104,0.816081417
id00008,0.693598938,0.142534415,0.163866647
id08845,0.442818906,0.342356244,0.21482485
id16610,0.980071862,0.017795724,0.002132414
id07464,0.053800388,0.006690418,0.939509195
id02189,0.745744993,0.200530634,0.053724373
id17456,0.014210089,0.87038307,0.115406841
id09421,0.179920966,0.619079654,0.20099938
id12813,0.026368811,0.045396876,0.928234313
id23428,0.030316775,0.009731914,0.959951311
id01358,0.790995276,0.200957604,0.00804712
id02737,0.565655536,0.209332824,0.225011639
id27430,0.206671333,0.187163985,0.606164681
id12857,0.148371284,0.826368872,0.025259844
id01905,0.587762452,0.107348221,0.304889327
id18314,0.986658291,0.010280347,0.003061362
id02216,0.898852001,0.022443871,0.078704127
id04034,0.045686149,0.911659013,0.042654839
id11461,0.356357091,0.641913186,0.001729723
id09397,0.232841911,0.471974812,0.295183277
id25870,0.198532227,0.718019718,0.083448055
id11653,0.90930679,0.060822404,0.029870806
id10046,0.784332596,0.093803125,0.121864279
id27294,0.833782135,0.057875231,0.108342634
id09975,0.984113435,0.008574585,0.00731198
id09133,0.040434593,0.013048856,0.946516551
id08410,0.401135398,0.173950305,0.424914297
id19062,0.603497821,0.364343744,0.032158434
id26530,0.028209128,0.000169613,0.971621259
id09772,0.665256592,0.113042784,0.221700624
id10360,0.955079594,0.00682401,0.038096396
id12530,0.038384572,0.932804456,0.028810972
id06013,0.55433494,0.087638454,0.358026607
id10525,0.58771598,0.169986065,0.242297954
id25934,0.066235961,0.924942482,0.008821557
id10624,0.985561396,0.003577223,0.010861381
id16000,0.191576333,0.11460797,0.693815697
id01995,0.821215132,0.032806543,0.145978325
id26809,0.002558103,0.000845844,0.996596054
id06631,0.005230791,0.993595363,0.001173846
id23869,0.096358689,0.346917803,0.556723508
id06357,0.603054996,0.312760934,0.084184071
id02926,0.375251086,0.175478063,0.449270852
id14130,0.874208595,0.087986696,0.037804709
id12672,0.644969316,0.346359723,0.008670961
id21593,0.844284677,0.096741335,0.058973989
id06089,0.033128389,0.961051536,0.005820075
id09878,0.049122463,0.45074832,0.500129217
